symbol,rsi,volume,trend,momentum,result,pnl,timestamp
GUNUSDT,15.09433962264157,1.1103186289483147,0,-0.00046599999999999767,0,-0.4071,1774778253
STOUSDT,35.29411764705878,1.4384801949903783,1,0.004779999999999979,1,1.2094,1774778900
TRXUSDT,35.714285714284856,0.5570350034951057,1,0.0012360000000000149,0,-0.4492,1774779703
TRXUSDT,32.35294117646957,0.014378230771865421,1,0.00013999999999997348,1,0.4054,1774780841
CHZUSDT,9.17431192660547,8.908953800711497,0,-0.0015109999999999985,1,0.8052,1774782146
BANANAS31USDT,29.681978798586556,2.5804332184157475,0,-0.00012141999999999882,0,-0.56,1774783292
SENTUSDT,36.24999999999997,1.4405629985460626,1,0.0009037999999999997,0,-0.6958,1774784907
FETUSDT,17.821782178217774,2.294203957844816,0,-0.0048980000000000135,0,-1.3508,1774790599
RDNTUSDT,32.85714285714283,3.452383878021531,0,-4.600000000000437e-06,0,-0.3721,1774790929
TRXUSDT,32.142857142857295,0.23000022769639353,0,-0.0007179999999999964,1,0.1205,1774791095
ADAUSDT,29.545454545454533,1.4612029022919688,0,-0.0019700000000000273,1,0.2956,1774792680
CETUSUSDT,30.263157894736963,1.6891854226827856,0,-0.0002595999999999987,0,-3.2416,1774794789
DUSDT,8.737864077669954,1.3878259244144382,0,-3.699999999999971e-05,0,-0.5196,1774795119
CETUSUSDT,0.0,1.5635274339317136,0,-0.0012963999999999962,0,-0.3411,1774796233
RDNTUSDT,33.3333333333334,1.797096795351455,0,-0.00011039999999999921,1,10.0798,1774796999
SENTUSDT,33.789954337899474,1.7880411984739806,1,0.0003060000000000007,0,-0.6148,1774798402
RVNUSDT,40.90909090909081,3.5680166158567115,1,1.9599999999999826e-05,0,-0.4681,1774798402
PUMPUSDT,39.99999999999983,4.497906475205736,1,1.4999999999999823e-06,1,0.3237,1774800200
HEMIUSDT,25.00000000000007,1.8297379683192887,0,-0.0001202,0,-1.9817,1774800675
ZBTUSDT,35.22727272727268,2.8017583013730705,0,-0.0010599999999999915,0,-2.906,1774801736
ZBTUSDT,27.999999999999986,1.2916423034262656,0,-0.0024040000000000034,1,5.7851,1774802215
RVNUSDT,32.35294117647072,0.4673825520987424,0,-0.00010860000000000036,1,1.3937,1774802789
ONTUSDT,60.70175438596488,1.6282663064389764,1,0.0009125999999999995,1,1.5416,1774803301
HEMIUSDT,17.39130434782588,1.315591426385224,0,-0.00010200000000000053,0,-1.1566,1774809231
CUSDT,32.46753246753251,1.9014661619556192,1,0.00044800000000000395,1,2.0656,1774811001
OGNUSDT,14.965986394557902,0.005072740934849188,1,0.00010399999999999993,1,9.3104,1774812921
SEIUSDT,24.999999999999787,6.939402266375962,0,-0.0005039999999999975,0,-0.2598,1774813087
ONTUSDT,37.75933609958507,0.0027836227595453363,0,-1.780000000000531e-05,0,-0.1933,1774814740
CETUSUSDT,26.666666666666842,1.7326268494311887,0,-0.0006523999999999974,0,-1.059,1774816389
GUNUSDT,9.99999999999973,2.4594187858241314,0,-0.00025039999999999785,0,0.0,1774817382
CETUSUSDT,23.148148148148152,1.5648749686911576,0,-0.0007777999999999986,1,0.5465,1774817544
A2ZUSDT,18.518518518518533,2.622703415723685,0,-1.9739999999999997e-05,0,-3.9577,1774819353
A2ZUSDT,20.588235294117638,2.0162828082323223,0,-2.204e-05,0,-3.3708,1774819681
SOPHUSDT,18.21862348178135,2.065228032189018,1,0.0002776000000000011,0,-0.9143,1774820336
PUMPUSDT,25.80645161290282,2.8646696965290235,0,-8.819999999999878e-06,0,-0.5758,1774821727
PEPEUSDT,44.44444444444429,3.201919378348032,1,5.999999999999604e-09,0,-2.2078,1774822976
XRPUSDT,28.627450980392396,1.7348692175225788,0,-0.006353999999999749,0,-0.8906,1774823887
TRXUSDT,36.36363636363601,5.178732421435187,0,-1.399999999995849e-05,0,-0.3104,1774824423
FLOWUSDT,25.624999999999915,2.1407928834792997,0,-0.000772800000000004,1,3.5431,1774828055
ONTUSDT,74.9311294765839,1.8523734192822545,1,0.0005413999999999905,0,-4.0668,1774828728
COSUSDT,15.78947368421079,1.8208154737714795,0,-2.6660000000000182e-05,1,1.538,1774829535
XRPUSDT,74.8129675810474,2.7782601999332024,1,0.020741999999999816,0,-1.5692,1774830073
NOMUSDT,28.735632183908052,3.528032980962276,1,0.00013319999999999999,0,-4.2764,1774830714
TRXUSDT,35.00000000000027,0.009021182206282096,0,-0.0018539999999999668,1,0.6806,1774831812
ONTUSDT,64.96713802031469,2.5214346787817488,1,0.012323600000000004,0,-3.507,1774831967
SEIUSDT,41.176470588235254,1.9111754792768132,1,8.199999999999874e-05,1,4.1274,1774834110
ONTUSDT,31.784841075794603,2.309567165511289,1,0.0076162000000000035,0,-0.2674,1774835004
SOPHUSDT,25.71428571428568,1.0341562236318997,0,-0.00020080000000000098,0,-0.1745,1774836540
FLOWUSDT,21.739130434782624,2.225013152949736,0,-4.020000000000065e-05,1,0.4999,1774838356
NOMUSDT,25.333333333333314,1.1481806597092634,1,0.0004780000000000001,0,-3.5429,1774839725
SIGNUSDT,14.465408805031501,1.3456277718917569,0,-0.0006735999999999964,0,-1.6879,1774841895
USDCUSDT,60.0,1.8019680374252114,1,4.199999999987547e-05,0,-0.0138,1774842045
SIGNUSDT,28.735632183908265,1.1231343393257347,0,-0.0008987999999999982,0,-0.1341,1774843984
TRXUSDT,27.77777777777787,2.3775197983312073,0,-0.0009040000000000159,1,0.401,1774845760
ADAUSDT,36.734693877550875,1.7639041709920174,1,0.0011580000000000201,1,0.0581,1774847982
WUSDT,0.0,1.2067662631192428,1,0.0001020000000000014,0,-1.1273,1774848574
MUBARAKUSDT,39.99999999999983,2.001464063231014,1,1.1599999999998764e-05,0,-0.2431,1774848575
USDCUSDT,39.99999999999999,1.573303698120768,1,8.000000000008e-06,0,-0.0137,1774849176
ARBUSDT,29.999999999999446,4.501825419258659,1,0.00017000000000000348,0,-0.315,1774849476
DOGEUSDT,36.559139784946424,3.6660929366874173,1,0.00011300000000000199,0,-0.2635,1774851584
币安人生USDT,34.7826086956522,2.9223214686678016,0,-0.0005699999999999941,0,-0.6659,1774851740
WLFIUSDT,33.33333333333303,2.6704934991025953,0,-0.0004600000000000021,0,-0.2873,1774852919
DOGEUSDT,37.42690058479534,0.1650125326576493,0,-0.0002011999999999986,1,1.0173,1774854389
MANTRAUSDT,28.00000000000003,1.209758913309977,0,-9.319999999999988e-05,0,-0.3003,1774856893
NIGHTUSDT,21.118012422360252,1.6470247256872532,0,-0.0009755999999999931,0,-0.0574,1774856893
TRXUSDT,39.99999999999999,0.016100594089099186,0,-0.0006240000000000134,0,-0.1342,1774858831
NIGHTUSDT,25.161290322580697,2.2571759534591496,0,-0.000791,0,-0.3282,1774859901
PENGUUSDT,30.645161290322676,1.4458939952444174,0,-3.309999999999945e-05,0,-0.5231,1774861111
USUALUSDT,35.33333333333333,1.1334405590508436,1,0.00010840000000000155,0,-0.1442,1774863720
USD1USDT,39.99999999999999,2.7953031779044415,0,-0.0001260000000000705,0,0.0,1774864025
NIGHTUSDT,27.4336283185839,1.8464618141419582,0,-0.0010027999999999981,0,-0.7308,1774864025
RSRUSDT,38.23529411764723,0.010322182169166581,0,-2.9000000000001247e-06,1,1.3442,1774867000
MANTRAUSDT,34.99999999999966,1.4465719352058162,0,-5.579999999999995e-05,1,0.4883,1774867371
NIGHTUSDT,11.538461538461561,2.8139004638936753,0,-0.0009078000000000003,1,1.5303,1774869845
PIXELUSDT,31.818181818181884,1.9257626843674163,0,-3.539999999999967e-05,0,-0.179,1774870795
DUSDT,33.333333333333314,1.576734820229576,1,0.00027919999999999855,0,-2.5189,1774874871
THEUSDT,33.96226415094337,2.4244478721747265,1,0.0005180000000000046,1,7.5744,1774875833
DUSDT,35.23809523809527,2.8776178031371176,1,4.999999999999796e-06,0,-3.6745,1774876407
XRPUSDT,38.27160493827237,0.5637554051073677,0,-0.0026040000000000507,0,-0.5194,1774879919
NEIROUSDT,35.398230088495524,0.0,1,1.2339999999999953e-07,0,-1.4451,1774880102
XRPUSDT,15.0442477876108,1.212171232351199,0,-0.012288000000000299,1,0.2408,1774881377
ACTUSDT,39.99999999999999,1.2881661526009507,1,3.5999999999999574e-05,0,0.0,1774881748
VETUSDT,35.46511627906955,1.2479914290809462,0,-4.038000000000045e-05,0,-0.0853,1774882155
HBARUSDT,37.254901960784295,0.04404177406838385,0,-0.0005632000000000137,1,0.0161,1774882544
GALAUSDT,20.00000000000017,0.0,0,-4.6199999999999714e-05,0,0.0,1774884308
USUALUSDT,19.148936170212494,3.7043868468991374,0,-0.00042660000000000094,0,-0.2085,1774884850
RDNTUSDT,38.461538461538666,2.257121967418558,0,-3.8599999999999746e-05,0,-1.193,1774886094
PIXELUSDT,29.99999999999983,1.508446234125939,0,-6.200000000000042e-05,1,0.5344,1774886278
FETUSDT,15.068493150685114,2.1186281586178684,0,-0.00544,0,-1.261,1774889057
币安人生USDT,36.11111111111118,1.41644547882067,1,0.0009619999999999976,0,-1.8429,1774889533
CETUSUSDT,29.861111111111,0.05152801683852557,1,0.0002814000000000011,0,-2.6054,1774890933
SHIBUSDT,28.57142857142857,1.527228186223966,1,1.3800000000000613e-08,0,-1.1343,1774891388
币安人生USDT,23.076923076923165,1.4172173670608452,1,6.199999999999956e-05,0,0.0,1774891697
VETUSDT,19.685039370078698,1.7886137114536391,0,-6.323999999999913e-05,0,-0.0617,1774891698
AMPUSDT,33.04347826086952,3.6507330038586323,1,3.0920000000000036e-05,1,1.9257,1774892340
ADAUSDT,21.42857142857129,0.5180496330780064,0,-0.0023619999999999752,0,-0.7301,1774894276
HBARUSDT,7.352941176470793,1.9179819486310832,0,-0.0012302000000000007,0,-0.3464,1774895038
VETUSDT,31.067961165048516,5.913997718815259,0,-4.547999999999965e-05,0,-0.1711,1774895345
AMPUSDT,22.72727272727279,0.0037101342462350774,0,-1.688000000000015e-05,0,-1.3986,1774908303
RSRUSDT,24.99999999999966,2.482257193247626,0,-1.3399999999996314e-06,0,-1.23,1774910000
VETUSDT,21.686746987951608,0.13516153397668657,1,1.3599999999997295e-06,0,-0.8506,1774911136
ARBUSDT,29.41176470588259,13.153392091644028,1,0.00011199999999998711,0,-0.4431,1774911840
SUNUSDT,13.636363636363214,1.5038098479328312,0,-9.560000000000124e-05,0,-0.5859,1774912720
USD1USDT,37.5,5.846361788074229,0,-0.00013599999999991397,,,1774917414
STOUSDT,17.045454545454774,1.163239349376714,0,-0.004355999999999999,0,-2.1155,1774917598
A2ZUSDT,25.925925925925867,1.5052082152620678,0,-1.2120000000000013e-05,1,7.9101,1774917768
